 n              xn1                  |f(xn1)|
17  -3.535537093880318200e-001  1.5939779796e-007
 n              xn1                  |f(xn1)|
 0  1.000000000000000000e+000  1.3125000000e+000
 1  8.409090909090909400e-001  3.7645887405e-001
 2  7.428601685964160200e-001  9.4607046516e-002
 3  6.958454611483038100e-001  1.6204523029e-002
 4  6.837882344617221000e-001  9.2113673902e-004
 5  6.830157845463298300e-001  3.6468769170e-006
 6  6.830127019412021200e-001  5.7947285859e-011
 n              xn1                  |f(xn1)|
 0  -1.400000000000000100e-001  1.4924640000e-002
 1  -1.805014979809822500e-001  8.0162952105e-004
 2  -1.829954908229202100e-001  5.4559574982e-006
 3  -1.830127010496231900e-001  2.6709223722e-010
 n              xn1                  |f(xn1)|
 0  -1.000000000000000000e+000  4.8125000000e+000
 1  -7.563291139240506700e-001  1.4755658656e+000
 2  -5.845894606740087400e-001  4.4132679374e-001
 3  -4.692936126868238500e-001  1.2566771736e-001
 4  -3.989514698948407600e-001  3.1926424140e-002
 5  -3.643630928259488600e-001  5.8961520719e-003
 6  -3.544000914527619100e-001  4.2630966375e-004
 7  -3.535592365735078000e-001  2.9231309668e-006
 8  -3.535533908749486400e-001  1.4083745281e-010
 n              xn1                  |f(xn1)|
 0  3.000000000000000000e+000  9.8612288668e-002
 1  3.000000000000000000e+000  9.8612288668e-002
 2  3.500000000000000000e+000  9.9723703150e-001
 3  3.250000000000000000e+000  3.8384500366e-001
 4  3.125000000000000000e+000  1.2619071681e-001
 5  3.062500000000000000e+000  9.6746741292e-003
 6  3.031250000000000000e+000  4.5498513204e-002
 7  3.046875000000000000e+000  1.8169209579e-002
 8  3.054687500000000000e+000  4.3115734095e-003
 9  3.058593750000000000e+000  2.6654760278e-003
10  3.056640625000000000e+000  8.2706753436e-004
11  3.057617187500000000e+000  9.1819956846e-004
12  3.057128906250000000e+000  4.5314843409e-005
13  3.056884765625000000e+000  3.9093913939e-004
14  3.057006835937500000e+000  1.7282784641e-004
15  3.057067871093750000e+000  6.3760426096e-005
16  3.057098388671875000e+000  9.2237724911e-006
17  3.057113647460937500e+000  1.8045290172e-005
 n              xn1                  |f(xn1)|
 0  7.500000000000000000e-001  3.3578574439e-001
 1  7.500000000000000000e-001  3.3578574439e-001
 2  6.250000000000000000e-001  2.2275937767e-001
 3  6.875000000000000000e-001  2.4560276112e-002
 4  6.562500000000000000e-001  1.0759293308e-001
 5  6.718750000000000000e-001  4.3582671517e-002
 6  6.796875000000000000e-001  1.0020105831e-002
 7  6.835937500000000000e-001  7.1438515991e-003
 8  6.816406250000000000e-001  1.4698111808e-003
 9  6.826171875000000000e-001  2.8291148099e-003
10  6.821289062500000000e-001  6.7767350676e-004
11  6.818847656250000000e-001  3.9656365822e-004
12  6.820068359375000000e-001  1.4043124948e-004
13  6.819458007812500000e-001  1.2809712688e-004
14  6.819763183593750000e-001  6.1593311498e-006
15  6.819610595703125000e-001  6.0970830462e-005
 n              xn1                  |f(xn1)|
 0  1.000000000000000000e+000  9.3840000000e-001
 1  1.000000000000000000e+000  9.3840000000e-001
 2  1.500000000000000000e+000  1.4616000000e+000
 3  1.250000000000000000e+000  9.2019375000e-001
 4  1.125000000000000000e+000  1.9143398437e-001
 5  1.062500000000000000e+000  3.1854221191e-001
 6  1.093750000000000000e+000  5.0434034729e-002
 7  1.109375000000000000e+000  7.3704356289e-002
 8  1.101562500000000000e+000  1.2445655054e-002
 9  1.097656250000000000e+000  1.8790386516e-002
10  1.099609375000000000e+000  3.1215625882e-003
11  1.100585937500000000e+000  4.6747285767e-003
12  1.100097656250000000e+000  7.7975588459e-004
13  1.099853515625000000e+000  1.1701098411e-003
14  1.099975585937500000e+000  1.9497863661e-004
15  1.100036621093750000e+000  2.9243820490e-004
16  1.100006103515625000e+000  4.8742179949e-005
17  1.099990844726562500e+000  7.3115129304e-005
 n              xn1                  |f(xn1)|
 0  1.000000000000000000e+000  2.4663266581e+001
 1  5.466280157685478000e-001  1.4773541846e+000
 2  5.761259392915085700e-001  3.4168393129e-002
 3  5.754733105254510300e-001  1.5437980224e-005
 4  5.754730153875763400e-001  3.1725733152e-012
n              xn1                  |f(xn1)|
 0  1.500000000000000000e+000  5.4643351846e-002
 1  1.826829680165032800e+000  1.0980691421e+000
 2  1.482884198019600600e+000  1.3205436212e-002
 3  1.478697542958421700e+000  3.4503039913e-003
 4  1.477216760090391800e+000  3.6604585884e-005
 5  1.477200881878156100e+000  1.0417180560e-007
 n              xn1                  |f(xn1)|
 0  6.999999999999999600e-001  3.1089680897e-001
 1  7.713017107305209000e-001  2.6348745061e-001
 2  8.358729187215469000e-001  1.9251330476e-001
 3  8.886468751051942400e-001  1.2042335220e-001
 4  9.264805325603255900e-001  6.4039261836e-002
 5  9.493719733906556000e-001  2.9014299108e-002
 6  9.607660115076238600e-001  1.1509853845e-002
 7  9.655278634358379600e-001  4.2002499339e-003
 8  9.673059379544447500e-001  1.4731320174e-003
 9  9.679350377497740700e-001  5.0862175001e-004
10  9.681529236375010500e-001  1.7461629418e-004
11  9.682278078056164600e-001  5.9829419799e-005
12  9.682534752181138900e-001  2.0485591827e-005
13  9.682622648640116800e-001  7.0126245049e-006
